سامسونگ با عرضه‌ی گلکسی اس ۶ در سال یییی توانسته بود که با تولید اولین موبایل هوشمند اندرویدی با تمرکز بر طراحی آن، روند تولید محصولات مشابه در بازار را تغییر دهد. روندی که به امروز نیز تاثیراتش را مشاهده می‌کنیم اما اکنون پس از گذشت ی سال از تاریخ عرضه این موبایل به نظر می‌رسد که سامسونگ دیگر قصد ندارد برایش به روز رسانی جدیدی عرضه کند و به شکلی به عمر گلکسی اس ۶ پایان داده است. البته گلکسی اس ۶ تا به امروز توانسته عمری ی ساله داشته باشد که در بازار امروز تلفن‌های هوشمند، و عمر ی دوساله‌ی موبایل‌های سامسونگ زمان مناسبی است. در نظر داشته باشید که آخرین به روز رسانی برای این گجت در اسفند ماه سال گذشته عرضه شد و بدین ترتیب تا به حال دو نسخه‌ی کامل سیستم عامل برای این موبایل عرضه شده است. بعلاوه اینکه مشکلات امینتی بسیاری نیز با این آپدیت‌ها رفع شده است. بر اساس این به روزرسانی، این موبایل هوشمند قادر خواهد بود حتی عمر بیشتری هم داشته باشد اما به هر حال دیگر به روز رسانی جدیدی توسط کمپ-ن- کره‌ای برای آن منتشر نخواهد شد. درست است که اعلام رسمی سامسونگ، بدین معنی است که گلکسی اس ۶ عمر خود را با پشتیبانی از سیستم عامل اندروید ۷ به پایان خواهد برد اما باز هم ممکن است به روز رسانی ‌های امنیتی جدید و حتی قابلیت‌هایی از سیستم عامل اندروید ۸-۱ نیز برایش عرضه شود. البته سامسونگ اعلام کرده که هنوز از گلکسی اس ۶ اج و اکتیو پشتیبانی خواهد کرد و این تلفن‌های هوشمند توسط این شرکت چند ماه دیگر نیز به روز رسانی خواهند شد. این اتفاق می‌تواند بدین علت باشد که موبایل‌های مذکور چند ماه دیرتر از گلکسی اس ۶ به بازار عرضه شده بودند و طبیعی است که عمرشان نیز قدری بیشتر باشد اما با این حال بعید است که این موبایل‌ها بتواند تا پایان تابستان امسال به زندگی خود ادامه دهند.,علمی فناوری,4,320
به نظر می‌رسد که گوگل قصد دارد که نحوه ارتباط خود با تولید کنندگان موبایل‌ اندرویدی را تغییر دهد و شرکت‌های اروپایی برای در اختیار کذاشتن امکانات خود پول دریافت کنند. پیش از این تولیدکنندگان دیوایس‌های اندرویدی هیچ گونه هزینه‌ای برای قراردادن سرویس‌ها و اپلیکیشن‌های گوگل در گجت هایشان دریافت نمی‌کردند. حال قضیه کمی فرق کرده و گوگل قصد دارد تولید کنندگان اروپایی موبایل‌ اندرویدی را مجبور کند، هزینه‌ی استفاده از اپ‌هایش را پرداخت نمایند. پیشتر به گوگل تذکر داده شد که نباید به صورت غیر قانونی گوگل کروم خود را با اپ‌های جستجوی دیگر سیستم عامل اندروید همگام سازی کند. بدین ترتیب کمپ-ن-‌های سازنده، اکنون مجبورند کروم، پلی استور و اپلیکیشن‌های موبایلی گوگل را تک تک دریافت نمایند. بدین ترتیب همگی آنها ممکن است به صورت بسته‌ای در دسترس کاربر قرار نگیرد. تا به حال گوگل هزینه‌ای بابت استفاده از اپلیکیشن‌های یاد شده درخواست نکرده بود چرا که می‌توانست از سرچ‌ها و گوگل کروم درآمد زیادی کسب کند. حال که این قابلیت را ندارد، مجبور شده که روش دیگری برای درآمدزایی خود پیدا کند. البته هنوز مشخص نیست که گوگل قصد دارد چه مقدار هزینه برای لیسانس کدامیک از اپلیکیشن‌هایش دریافت کند. هیروشی لاکهایمر سرپرست اندروید با انتشار پستی در این باره گفت: پیشتر، سرچ گوگل و مرور کروم به همراه دیگر اپلیکیشن‌های ما روی سیستم عامل اندروید نصب شده بود. بدین شکل ما می‌توانستیم هزینه‌ی لازم برای توسعه و توزیع مجانی آن را تامین کنیم. حال تصمیم گرفته‌ایم سیستم جدیدی برای قرارداد مجوز استفاده از اپلکیشین‌هایمان روی تلفن‌های هوشمند و تبلت‌های اندرویدی منطقه‌ی اقتصادی اروپا درنظر بگیریم. البته گفتنی است که سیستم عامل اندروید به طور کلی مجانی خواهد بود و هیچ تولید کننده‌ای برای استفاده از آن در موبایل‌ اندرویدی خود مجبور نیست هزینه‌ای پرداخت نماید. بدین ترتیب کاربران مجبور خواهند بود در صورت نیاز به اپلیکیشن‌های دلخواه شرکت گوگل، آنها را یکی یکی دانلود کرده و از آنها استفاده نمایند.,علمی فناوری,4,314
شرکت Starkey که یک شرکت نامی در زمینه تولید سمعک‌های پیشرفته محسوب می‌شود امسال نیز با سمعک جدید خود در نمایشگاه CES یییی درخشید. این شرکت از حسگرها و فناوری هوش مصنوعی به منظور بهبود کیفیت صدا در توسعه سمعک‌ها استفاده می‌کند. برخی از سمعک‌های Starkey نامریٔی هستند و کاملا در داخل کانال گوش قرار دارند، در حالی که دیگر سمعک‌ها قابل شارژ می‌باشند و می‌توانند با گوشی هوشمند، تلویزیون یا سیستم صوتی ماشین ارتباط برقرار کنند. در نمایشگاه CES یییی این شرکت از سمعک Livio AI خود رونمایی کرد. این سمعک همانند یک ردیاب بدن برای نظارت بر مغز و سلامت جسمانی عمل می‌کند. این سمعک با یک برنامه گوشی هوشمند همراه است که کاربران توسط آن می‌توانند اطلاعات درباره سلامت خود را مشاهده کنند. این سمعک به دلیل حسگرهای حرکتی و مانیتور ضربان قلب که درون آن تعبیه شده است می‌تواند این اطلاعات را برای کاربر فراهم آورد. علاوه بر اطلاعات درباره سلامت کلی فرد، سمعک Livio AI همچنین بر روابط کاربران نیز نظارت داشته و می‌تواند اطلاعاتی درباره میزان ارتباط کاربر در محیط‌های اجتماعی را نیز به وی ارایٔه دهد. یکی از ویژگی‌های خاص این سمعک این است که قابلیت ترجمه را نیز دارد، این به آن معنا است که این سمعک می‌تواند مکالمات افراد با بیش از یی زبان مختلف را به صورت مستقیم و بلافاصله برای کاربر ترجمه کند. این ویژگی به حدی خاص است که حتی افرادی که مشکل شنوایی ندارند نیز مشتاقند تا آن را امتحان کنند. ۵۶۵۶,علمی فناوری,4,245
آسیب پذیری‌های ملت داون و اسپکتر در ماه‌های اخیر هیاهوی زیادی به پا کردند. هکرها می‌توانستند به سادگی تنها با هدایت قربانیان به وبسایت آلوده، اطلاعات را به سرقت ببرند. به روز رسانی هایی که برای رفع اسپکتر ارایٔه شد کارایی کامپیوترها را به میزان قابل توجهی پایین آورد و حتی برخی از سیستم‌ها کاهش کارایی ۵ تا ۳۰ درصدی را تجربه کردند. اما ظاهرا تأثیر آسیب پذیری اسپکتر بر کارایی قرار است در به روز رسانی آتی ویندوز ۱۰ به میزان زیادی کاهش یابد. نسخه پیش نمایش آپدیت ۲۰۱۹ ویندوز ۱۰ (به اصطلاح ۱۹H۱ مربوط به نیمه اول سال آتی میلادی) که اخیرا برای کاربران اینسایدر مایکروسافت عرضه شده در کنار بهبودها و قابلیت‌های جدیدی که با خود دارد ظاهرا شامل رفع حمله مبتنی بر نسخه دوم اسپکتر است و مشکل کاهش سرعت سیستم‌ها را حل خواهد کرد. به نظر می‌رسد با آپدیت جدید، پردازنده‌های قدیمی دیگر قرار نیست با سرعت پردازنده‌های ۱۰ یا ۱۵ سال پیش کار کنند. به گفت یکی از اعضای تیم کرنل ویندوز، به روز رسانی آتی مرتبط با اسپکتر تنها یک تا دو درصد روی کارایی سیستم تأثیر منفی خواهد داشت و به عبارتی در بیشتر شرایط را به حدی کاهش پیدا می‌کند که تنها می‌توان آن را مشابه یک نویز در نظر گرفت. از آنجایی که مایکروسافت قصد ندارد این به روز رسانی را تحت یک آپدیت کوچک ارایٔه دهد به این ترتیب کاربران مجبورند سیستم عامل خود را به نسخه جدید به روز کنند تا مشکل کاهش کارایی سیستمشان حل شود. این موضوع احتمالا گله کاربرانی را به همراه خواهد داشت که برای دریافت آخرین نسخه صبر می‌کنند تا از پس دادن امتحان و بی عیب و نقص بودن آن مطمیٔن شوند. تماشا کنید: پلان؛ آشنایی با حفره‌های امنیتی اسپکتر و ملتداون در پردازنده‌ها,علمی فناوری,4,292
طراحی، ساخت و آزمایش این لباس‌های چندین لایه که نیم تنه بالایی آن حتما دارای لایه فلزی از آلیاژ بسیار سختی است مراحل مختلفی دارد که یک به یک در کارخانه سازنده و محل آموزش فضانوردان بررسی می‌شود. جدا از همه این آزمایش‌ها، هر فضانورد خود نیز باید لباس را ساعت‌های متمادی بپوشد و به شکل‌های مختلف از جمله ایجاد شرایط بی وزنی به مدت چند ثانیه که در شرایط پروازی خاصی بوجود می‌آید، داخل استخرهای مخصوص در مراکز آموزش فضانوردان و اتاقک خلاء آن را بیازماید و با آن تمرین کند تا در زمان استفاده در فضا با مشکل مواجه نشود. اتاقک خلاء در کارخانه سازنده چیزی شبیه به یک تانکر بزرگ است که لباس در آن قرار دارد. فضانورد بعد از ورود به اتاقک این لباس را می‌پوشد. بعد از آزمایش اولیه لباس و اطمینان از کارآیی درست آن، در اتاقک بسته شده و هوا تخلیه می‌شود. در این زمان فضانورد باید از زاویه‌های مختلف از جمله میزان چالاکی- در فضا بسیار مهم است- کارکرد لباس را امتحان کند و از طریق رادیویی همچنین دوربین موجود در اتاقک به کارشناسان اطلاع دهد. دلیل این حساسیت‌ها، تجربه است که الکسی لیٔونف نخستین کسی که در فضا راهپیمایی کرد به دست آورد. لباس راهپیمایی فضایی لیٔونف قبلا در زمین و شرایط خلاء آزمایش شده بود اما بعد از آن که او به راهپیمایی فضایی خود پایان داد و می‌خواست به سفینه برگردد، متوجه شد درجه خلاء بوجود آورده شده در زمین کمتر از شرایط واقعی در فضا است و لباسش باد کرده و نمی‌تواند از دریچه سفینه عبور کند و به داخل ناو برگردد. لیٔونف دست به عمل خطرناکی زد و فشار داخل لباس را پایین آورد تا بتواند از دریچه عبور کند. این تجربه تلخ و خطرناک باعث شد در سال‌های بعد، کارشناسان در طراحی و ساخت لباس و بعد از آن در زمان آموزش و تمرین فضانوردان دقت بیشتری به خرج دهند. ۵۶۵۶,علمی فناوری,4,315
محققان Desney Research روی هر وسیله جالبی که تصور کنید کار می‌کنند. از کتی به نام Force گرفته که تجربیات واقعیت مجازی در ارتفاع را محقق می‌کند تا ربات آکروباتی در ابعاد مشابه به انسان، این تیم هر ایده جاه طلبانه و جالبی که به ذهنش می‌رسید را به محصولی واقعی تبدیل می‌کند و درصد اندکی از آنها در مسیر توسعه هرچه بیشتر قرار می‌گیرند. اما تازه‌ترین ایده‌ای که از آزمایشگاه‌های دیزنی بیرون آمنده بیشتر از آنکه سرگرمی محور باشد، به درد کارهای نگهداری از بناها و وسایل سرگرمی می‌خورد. PaintCopter همانطور که از نامش بر می‌آید پهپادی با قابلیت اسپری کردن رنگ است که به خاطر هوشمندی اش، نه تنها در رنگ آمیزی سطوح تخت، بلکه در طراحی اشیای سه بعدی هم کاربرد دارد. ایده کلی اینست که با سپردن رنگ آمیزی یک سطح به پهپادها، دیگر نیازی به داربست‌های فلزی نیست، وقت کمتری صرف می‌شود و امنیت کارکنان نیز به خطر نمی‌افتد. این پهپاد چهار پره -که در واقع مدلی دستکاری شده از پهپاد DJI Matrice ۱۰۰ است- به جای باتری به صورت مستقیم و با کابل به یک منبع انرژی روی زمین متصل می‌شود و تا زمانی که رنگ آمیزی به پایان نرسد، فرود نخواهد آمد. به همین ترتیب، به جای پر کردن دایٔمی مخزن رنگ، پهپاد دیزنی به صورت مستقیم به کانتینری بزرگ متصل می‌شود. اما موضوع فقط درباره فرستادن پهپادها به نقطه‌ای مرتفع و فشردن دکمه رنگ آمیزی نیست. تکنولوژی محققان دیزنی ساخته شده تا پهپاد قادر به انجام کارهای خود به صورت خودکار باشد. بنابراین قبل از آغاز رنگ آمیزی، دوربین پهپاد از محیط نقشه برداری می‌کند. سپس با استفاده از اطلاعات جمع آوری شده، طراح قادر به تعیین چگونگی اعمال رنگ بر سطح است؛ که می‌تواند بین رنگ آمیزی سنتی یا رنگ آمیزی با جزییات بیشتر متغیر باشد. هنوز مشخص نیست که دیزنی قصد دارد یک روز از این تکنولوژی در جذاب‌تر کردن هرچه بیشتر پارک‌های تفریحی خود استفاده کند یا آن را به عنوان محصولی تجاری به بازار بفرستد. اما فارغ از این‌ها، ایده‌ای که دیزنی در ذهن داشته بدون شک مجددا بر پتانسیل‌های نهفته پهپادها صحه می‌گذارد.,علمی فناوری,4,346
به گزارش خبرآنلاین، محققان دانشگاه زوریخ می‌گویند تجویز داروهای کاهنده کلسترول / Statins برای افراد عادی که ناراحتی قلبی هم ندارند، مؤثر نیست. {لینک} تحقیقات مذکور درباره افرادی صحبت می‌کند که ناراحتی قلبی نداشته و پزشکان در حالت موسوم به Primary Prevention برایشان استاتین تجویز می‌کنند. این حالت یعنی قبل از اینکه بیماری رخ دهد، جلوی آن گرفته می‌شود، درست مانند واکسیناسیون در بدن که حالت پیشگیری دارد. اما داروهای استاتین یا کاهنده کلسترول یکی از پرتجویزترین داروها در جهان است که توسط پزشکان نسخه‌پیچ می‌شود. این دارو با مسدود کردن آنزیم موسوم به HMG-CoA مانع از ساخت کلسترول توسط کبد می‌شود. اغلب پزشکان برای افراد عادی که ممکن است ظرف ۱۰ سال آینده با مشکل قلبی روبرو شوند، استاتین تجویز می‌کنند که به گفته محققان سویٔیسی ممکن است این تجویز مفید نباشد، اما آن‌ها شواهدی دال بر فرضیه خود نمی‌آورند. دو نهاد ACC و AHA در آمریکا در سال ۲۰۱۳ بر اساس اختلاف‌نظر میان متخصصین، راهنمای جدیدی برای مصرف استاتین منتشر کردند. در نظر جدید گفته‌شده است که افرادی که ممکن است ظرف ۱۰ سال آینده با ناراحتی قلبی روبرو شوند، اگر درصد خطر بالاتر از ۷-۵ درصد باشد، پزشکان می‌توانند استاتین تجویز کنند. در تحقیق محققان زوریخ آمده است که خطر مصرف استاتین برای مردان ۷۰ تا ۷۵ سال برای افرادی که ناراحتی قلبی نداشتند، خطرناک‌تر از عدم مصرف بوده است. (با میزان خطر ۲۱ درصدی) در زنان ۷۰ تا ۷۵ ساله رقم خطر ۲۲ درصد ذکرشده است. ۵۶۵۶,علمی فناوری,4,241
انویدیا پیش از این هشدار داده بود که پایان پشتیبانی از نسخه‌های ۳۲ بیتی درایورهای کارت گرافیک این کمپ-ن- نزدیک است. اکنون زمان دقیق این تصمیم مشخص شده است. بر اساس اعلام انویدیا پشتیبانی از درایورهای یاد شده در انتهای ماه آوریل سال جاری (۱۰ اردیبهشت ماه) پایان خواهد یافت- به این ترتیب کاربران پس از آن دیگر قابلیت‌های جدیدی را در قالب به روز رسانی هایی برای برنامه GeForce Experience دریافت نخواهند کرد- البته این کمپ-ن- اعلام کرده که همچنان تا ژانویه سال ۲۰۱۹ (دی تا بهمن ماه سال ۱۳۹۷) به عرضه به روز رسانی‌های امنیتی ادامه خواهد داد- در نتیجه استفاده از درایورهای ۳۲ بیتی پس از این تاریخ می‌تواند ریسک‌های امنیتی را برای کاربران به دنبال داشته باشد- طبیعتا این موضوع شامل تمامی کاربرانی که روی کامپیوتر بهره مند از سخت افزار ۶۴ بیتی خود، نسخه‌ای ۳۲ بیتی از سیستم عامل را نصب کرده‌اند نیز خواهد شد- تصمیم اخیر انویدیا شامل تمامی مدل‌های کارت گرافیک قدیمی سری فمینی و نیز مدل‌های جدیدتر سری GTX این کمپ-ن- می‌شود- بنا بر گفته این شرکت درایورهای نسخه ۳۲ بیتی سیستم عامل‌های ویندوز ۷، ۸، ۸-۱ و ۱۰، لینوکس و FreeBSD شامل موضوع عدم پشتیبانی مورد بحث خواهند بود- این مسیٔله احتمالا بسیاری از کاربران را مجبور خواهد کرد کارت گرافیک خود را تعویض کنند، سیستم عامل نسخه ۶۴ بیتی را (در صورت امکان) نصب نمایند، یا در نهایت ریسک خطرات امنیتی ناشی از درایورهای قدیمی یا احتمال ناسازگاری آنها با برنامه‌ها یا بازی‌های جدید را بپذیرند. از سوی دیگر از آنجایی که نرم افزار‌های ۱۶ بیتی روی سیستم عامل‌های ۶۴ بیتی قابلیت اجرا ندارند، بسیاری از کاربران برای این منظور از نسخه‌های ۳۲ بیتی سیستم عامل‌ها استفاده می‌کنند. بدین ترتیب تصمیم اخیر انویدیا می‌تواند این گروه از کاربران را نیز تحت تأثیر قرار دهد.,علمی فناوری,4,294
به تازگی سیارکی صد متری که برخورد آن با زمین یک شهر را به طور کامل تخریب می‌کرد، با فاصله نزدیکی از بیخ گوش ما عبور کرده است. این سیارک که ۲۰۱۸ GE۳ نام گرفته و نخستین بار شنبه گذشته توسط دو مؤسسه رصد اجرام فضایی در آریزونا شناسایی شد، نصف فاصله بین کره زمین و ماه تا برخورد فاصله داشته است. قطر ۲۰۱۸ GE۳ بین ۴۷ تا ۱۰۰ متر و سرعت آن ۱۰۶۴۹۶ کیلومتر در ساعت برآورد شده که برای نابود کردن یک شهر به صورت کامل کفایت می‌کند. این سیارک کمتر از ۲۴ ساعت پس از شناسایی از فاصله ۱۹۲ هزار کیلومتری رد شده؛ هرچند شناسایی سیارک در فاصله نزدیکی با زمین چندان تازگی ندارد اما ۲۰۱۸ GE۳ یکی از بزرگترین اجرام فضایی است که تا این حد به زمین نزدیک شده و بر اساس اطلاعات پایگاه داده ناسا تنها در سال‌های ۲۰۰۱ و ۲۰۰۲ سیارک هایی بزرگتر از ۲۰۱۸ GE۳ در فاصله‌ای مشابه از کنار زمین رد شده‌اند. سیارک ۲۰۱۸ GE۳ در حال رد شدن از کنار زمین در صورت ورود ۲۰۱۸ GE۳ به جو زمین بخشی از آن پیش از برخورد از بین میرفت اما بر اساس زاویه ورود، سرعت و ترکیبات آن قسمتی از آن به سطح زمین می‌رسید و خسارت بزرگی را به بار می‌آورد. برای مثال در سال ۲۰۱۳ شهاب سنگی چندین برابر کوچکتر از ۲۰۱۸ GE۳ پس از ورود به آسمان روسیه و بر اثر برخورد با جو متلاشی شده بود اما با این وجود هم در اثر شکستن و خرد شدن پنجره‌ها به مجروح شدن ۱۵۰۰ نفر منجر شد. یکی از خطرناک سیارک هایی که بر اساس برآوردهای صورت گرفته در سال‌های آتی از کنار زمین رد خواهد شد ییییی آپوفیس نامیده شده که با ۳۲۵ قطر رکورد بی سابقه‌ای را از خود به جای خواهد گذاشت. پیش از این دانشمندان از احتمال ۳ درصدی برخورد آپوفیس با کره زمین خبر داده بودند که در سال ۲۰۱۳ و بر اساس تحقیقات جدید احتمال آن رد شد.,علمی فناوری,4,325
جان مک آفی، بنیانگذار آنتی ویروس مک آفی که در انتخابات ریاست جمهوری سال ۲۰۱۶ از قصد خود برای کاندید شدن خبر داده بود و البته کناره گیری کرده بود، در سال ۲۰۲۰ و با هدف خدمت به جامعه ارزهای مجازی کاندید خواهد شد. مک آفی در طول دوران زندگی خود راه پر فراز و نشیبی را طی کرده؛ او که در انگلستان متولد شد و به آمریکا مهاجرت کرد. پدرش که با اعتیاد دست و پنجه نرم می‌کرد خودکشی کرد. سپس خود مک آفی در دوران تحصیل به مصرف مواد مخدر روی آورد. در ادامه شرکت امنیتی مک آفی را تأسیس کرد و سپس سهام خود در این کمپ-ن- را فروخت و به کشور بلیز نقل مکان کرد. مدتی بعد به قتل همسایه خود متهم شد و در نهایت به آمریکا باز گشت. مک آفی اکنون اعلام کرده اگر از او درخواست شود، در حزب آزادیخواه فعالیت خواهد کرد و در غیر این صورت حزب خود را به راه خواهد انداخت. مک آفی در ماه سپتامبر سال ۲۰۱۷ (شهریور تا مهر سال ۹۶) گفته بود: شما بیت کوین را کلاه برداری می‌خوانید. من بیت کوین استخراج می‌کنم. ما بیت کوین را می‌سازیم. تولید هر واحد بیت کوین هزینه‌ای بیش از ۱۰۰۰ دلار دارد. هزینه تولید هر دلار آمریکا چه قدر است؟ کدام یک کلاه برداری است؟ چون تولید دلار [تنها] به اندازه هزینه کاغذ، هزینه بر می‌دارد. او همچنین در مورد احتمال برنده شدن خود در انتخابات اظهار نظر کرده: تصور نکنید که من شانسی برای برنده شدن دارم. یکی از دنبال کنندگان اکانت توییتر مک آفی ادعا کرده که حتی اوپرا وینفری، مجری مشهور می‌تواند او را در انتخابات ریاست جمهوری شکست دهد. مک آفی در پاسخ به او اعلام کرده که تقریبا هر شخصی می‌تواند او را شکست دهد. با این حال او اعتقاد دارد که مسیٔله مهم این است که صرف نظر از اینکه چه کسی انتخاب شود، او در هر صورت روی صحنه خواهد بود.,علمی فناوری,4,320
