ساعت خیلی خوبی هست.امکانات نسبت ب قیمتش واقعا عالی هست.دق اندازه گیریش خیلی خوبه.قدم شمارش دقیق هست.ضربان قلبش از سه تا یکی رو کم و زیاد نشون میده.  تنها مشکلی ک داره سنسور حرکتیش برای روشن کردن صفحه خوب کار نمیکنه.وقتی دستت رو میاری بالا ساعت رو نگاه کنی ، روشن نمیشه!قلق داره و یکم ممکنه تو ذوق بزنه.,1
"سلام . آپدیت نرم افزاری این تبلت اومد با حجم 168 مگ. حتما دانلود کنید . سرعت تبلت و روان بودنش ی کم بهتر شد . ی گزینه جدید واسه تنظیمات اینترنت اومد ب نام: Lte.wcdma,gsm . ک ب صورت اتوماتیک بسته ب منطقتون ب اینترنت وصل میشید . مال من  4g مینویسه . و سرعتشم خیلی بهتر از دفعات پیش شده ... در کل امیدوارم این آپدیت خوب رو در چند ماه آینده با شاخصه های بهتری بتونیم ببینیم",1
خانم شیما مازنی  خیر دستگاه قابلیت شارژ ندارد,1
ازتون خواهش میکنم دریل چکشی ماکیتا مدل 1631K رو با یه پیشنهاد ویژه خوب (البته نه به خوبی این پیشنهاد!) توی سایتتون قرار بدین با بتونم  برای والد محترم بخرمش.,1
سلام دوستان تبلت خیلی خوبیه باطریش  خیلی خوبه من هر چی نرم افزار مهندسی دارم استفاده میکنم و خیلی کارایشو خوشم میاد و جی پی اس بسیار قدرتمندی داره . در کل با این پول واقعن ارزش منده . با هندس فری به جرات میگم بهترین کیفیت اهنگو پخش میکنه . با این پول تو بازار یه گوشی پیش پا افتاده اندروید میشه گرفت . من توصیه میکنم برای کسایی که تبلت میخوان الکی نرن پول زیاد تری خرج کنن این تبلت عالیه . موفق باشین,0
من این تبلتو دارم اوایل سرعتش خوب نبود ولی یه نرم افزار روش نصب کردم که از مموری به عنوان رم استفاده میکنه حالا سرعتش عالیه,0
ساخت چین هستش و کیفیت ،کارایی بالایی داره.من رنگ مشکی تهیه کردم که واقعا زیباست.ایزوی فیکس داره که براحتی در هر خودروی امروز قابل نصب هستش و این ایمینی رو چند برابر میکنه.واقعا کودک وقتی روش قرار میگیره احساس راحتی و امنیت میکنه و داره.,0
این کتاب یه دنیای دیگست، آدم رو با خودش به روزهای سخت و طاقت فرسای جنگ میبره.,0
من اسفندماه از دیجی کالا خریدمش ولی الان گوشیم LTE نمیشه و بعضی وقتا هیچ کدوم از دکمه هاش کار نمیکنه و فقط لمسیش کار میکنه.بعضی وقتا هم وقتی گوشیم زنگ میخوره اهنگ زنگو قاطی میکنه,2
بعد از مدت 1 ماه کار دچار قطع و وصلی شدید شد و در اخر کلا قطع شد,2
رزولویشن خیلییییی پایینه حداقل باید 4k بود,2
نمیدونم بگم بخرید یا نه،خوبه سماوره دیگه ،قوریش خیلی خوشگله دوستش دارم ،متاسفانه خیلی زود سریشو شکوندم،یک بدیه خیلی بزرگی داره ،همش در حال کشتی گرفتنه با خودش ،بیش از حد سروصدا د،اره،خیلی زیاد ،و این مسله واقعا ازار دهنده اس,2
sentence,sentiment
