Negative,هنگام سرخ کردن غذا این روغن پرش زیادی از ظرف دارد
Negative,متاسفانه اصلا مزه مناسبی نداشت. و خیلی هم مزه لیمو نعنا نمیداد. انگار همش اسانس و طعم دهنده مصنوعی داشت
Negative,متاسفانه بعد پخت رنگش شیشه ای (متمایل به سبز) میمونه! از کیفیتش راضی نبودیم
Negative,در مجموع کیفیتش خوب نبود، هم ریز بود هم اینکه کلی پوست اضافی داخل بسته بندی بود که اونارو هم جز وزن بسته بندی حساب می کنن
Negative,به نظر من اصلا چای سفید نیست ، ممکنه جوانه یا سرگل چای سبز یا سیاه باشه ولی چای سفید نیست ، طعم خاصی هم من ازش متوجه نشدم
Negative,با پوسته و جدا کردن پوستش سخته بخصوص جاهایی که گوشت نازکی داره با پوست کنده میشه و به هدر میره
Negative,خوب نبود. هم تازه نبود و هم لکه خونی خیلی داشت داخل تخم مرغ. یکی از تخم مرغ ها هم شکسته بود
Negative,با اینکه می بایست کیفیت عسل صرفا در آزمایشگاههای معتبر مشخص شود ولی طعم و مزه این عسل کاملا مشخص است که درصد بسیار زیادی شکر دارد
Negative,اصلا اون چیزی که به نظر می اومد نیست. مزه هاش خیلی بدن. فقط کیفیت بسته بندیش عالیه. ظاهر شیشه ها هم خیلی شیکن. برای پز دادن جلوی مهمونا خوبه، ولی حواستون بااشه بازشون نکنید که مزه اش خیلی زود جذابین ظاهرش رو از بین میبره.
Negative,این پودر قهوه رو اولین بار بود خریدم که از خرید پشمون شدم.من که همیشه قهوه فله میگیرم اصلا از طعم و بو و گیرایی این قهوه راضی نبودم.البته خب نسبت به پولی ک پرداخت کردم همینم بد نبود
Negative,افتضاح تر ازین نمیشه.....۱۰ تومن واسه ۱۱ تا دونه ادامس؟بسته بندی فاجعه....بدون شم فیک بود ...معلوم نیست کجا پرش کردن.....چاپ روش کمرنگ و پلاستیک بی کیفیت.مزه ادامس شیک میده و مزش تو پنج دقیقه میره
Negative,اولین بار بود خریدم در پیشنهاد ویژه اما انگار خاک چوب میخوری ریختم دور.
Negative,کنجد نداره گردو خیلی خیلی کم پوره انجیل هم کمه توش ارزش خرید خیلی پایین
Negative,اصلا تازه نبود و بوی ماندگی میداد درصورتی که تاریخ رو بسته جدید بود
Negative,خیلی رضایت بخش نیست. غلیظ نیست و طعم معمولی داره.
Negative,انگار همشون چای سیاه بی بو بی طعم هستن .پولم به حدر رفن
Positive,من که خوشم اومد، تو شگفت انگیز ارزش خرید داره
Positive,به نظر من اولین مربایی که واقعا خوشمزس و شبیه مربا های خونگی
Positive,شبیه حاجی بادومیه کوکی ها اندازه قند هست و با چای خوردنش مزه میده
Positive,در فروش ویژه قیمت خیلی خوبی داشت. مزه پپسی هم به نظر بعضی ها از کوکا بهتره
Positive,فقط سه سانت اول شیشه (تقریبا) میوه داشت بقیه شیشه با یه چیز ژل پر شده بود خانواده مزه اش رو دوست داشتن ولی به نظر من همون مرباهای هویج و البالوی خودمون خوشمزه تر هستن
Positive,مزه خوبی داره و پوست تخم مرغ به راحتی جدا می شه
Positive,خوش پخت و تمیز هستش ارزش خرید بالایی در شگفت دارد
Positive,نرمه و بدون قنده؛ برای عوض شدن طعم دهان، عالیه.
Positive,چای خیلی خوبیه.هم عطر و طعم خوبی داره وهم رنگ چای خوش رنگ میشه.
Positive,آقا عالیه بخرین خصوصاً اگه مثل من وقت صبحانه درست کردن ندارین با شیر یا چای و قهوه حرف نداره تا ساعت ۲ که اومدم اصلاً احساس گرسنگی نکردم خیلی خوب بود
Positive,عطر و طعمش سلیقه ایه . من که راضی بودم
Positive,با تخفیف خریدم راضی بودم ممنون از دیجی کالا بخاطر تنوع محصولات
Positive,رنگش با شیر فرق میکنه اما مزه ش نه، برای کسایی که شیر با چربی صفر باید بخورن گزینه خوبیه
Positive,خیلی وقت ها این برند رو می گیرم ولی اگر برندهای دیگه ای که با کیفیت تر هستن تو بازار باشه ترجیح می دم اونا رو بگیرم
Positive,سس کارامل خوشمزه با طعم و کیفیت عالی و بسته بندی خوب و مناسب
Positive,برند جریدیه که داره جا میوفته و کیفیتش بد نیست
Neutral,من فقط چای دیر دم طبیعی میخرم اصلا چای رنگ دار نمیخرم ،،طبق نظر دوستان که گفتن دیر دم هست خریدم هنوز دم نکردم
Neutral,بیرون از یخچال هم که باشه دونه های جامد ازش بیرون میاد
Neutral,نوشابه های عالیس شیرین تر و کم گاز ترن نسبت به بقیه برندهای نوشابه
Neutral,نوشابه بازا طعم پپسی رو می دونن چیه ! کوکاکولا طعم منحصر به فرد خودش رو داره و پپسی هم طعم نحصر به فرد خودش رو !
Neutral,دلیل انتخابم:بر روی محصول عنوان شده است بدون مواد نگهدارنده
Neutral,در بسته بندی بهتری اگر عرضه شود خیلی بهتر است
Neutral,دونه هاش خیلی درشته وبعداز اینکه تو آب خیسونده میشه ویگه میشن اندازه فندق
Neutral,حتما از روغنهای دارای ویتامین دی استفاده کنید چون بدن به این ویتامین احتیاج شدیدی دارد
Neutral,با بقیه چایی ها هیچ فرقی نداره چه طعم چه رنگ
Neutral,حتما باید خنک بازش کنید در غیر این صورت سرریز می شود
Neutral,خواهشا دوباره تخفیف ویژه بگذارید تا چند پک سفارش بدیم
Neutral,من برای سالاد ماکارونی خریدم اما خیلی برای اون کار مناسب نیست. بیشتر برای تهیه پاستا به کار میاد.
Neutral,با توجه به گرانی ماهی تازه و مشکلات تهیه در این شرایط خرید تن به صرفه تره
Neutral,بنظرم جزو محصولات تراریخته باشه دقت کنید به موادش اول لطفا. مطمئن نیستم البته
Neutral,اول هلو سان کوییک بعد یه مدل از سن ایچ
Neutral,تعداد شیر های پرچرب کمتر از کم چرب بود ۴ تا کم چرب بود و ۲ تا پر چرب
