Neutral,نگارجواهریان همیشه فوق العاده ست عاشق بازی این هنرمندگرانقدرم
Neutral,سینما فرهنگ، برف روی کاج ها..     بعداز دو هفته گذشته و هنوز به تکرار از خودم میپرسم: آیا میخوام کسی بهم بگه داره بهم خیانت میشه یا ترجیح میدم خودم ضربه ی کشفش رو به خودم بزنم؟   ترجیح میدم در انکار شاد باشم یا با حقیقت روبرو شم و دنیام زیر و رو شه...!!! و هزارتا چرای دیگه...    خرداد 1392
Neutral,سکوت چیست، چیست ای یگانه ترین یار ....سکوت چیست به جز حرفهای ناگفته؛ فروغ فرخزاد....  قاب عکس ها ....... قصه تنهایی یک مادر....و بعد از تماشای فیلم دوست داری سکوت کنی....سکوتی به بلندی یک فریاد.... یک نسل ....نسل سوخته...
Neutral,مثل همیشه پوران درخشنده و مقاله‌های اجتماعی که در قالب فیلم می‌نویسد، محترم هست ولی سینما؟
Neutral,رئیس کارگاه : خُب جوونه عاشِق شدن ؛ گناه که نکردن!  پدر دختر : عاشُق شُده؟! عاشُق چیه دختر ما شُده! عاشُق بیچارِگیش شُده ! عاشُق پریشانِیش شُده!؟  عاشُق چیه دختر ما شُده! ...؛   چند متر مکعب عشق!
Neutral,در جامعه ای که قوانین رو مردها مینویسند، زن بودن کار سختیست...
Neutral,آهای غمی که  مثل یه بختک  رو سینه ی من  شده ای آوار   از گلوی من  دستاتو بردار.  دستاتو بردار.  دستاتو بردار...   بعد از گذشت چند روز از دیدنش هنوز اندازه این قسمت از شعر تلخی و سنگینی رو روی سینم حس میکنم :(((
Neutral,چقدر اندوه قورت نداده ، چقدر آوار فرو نریخته ... ما این شهر را با تمام سیاهی و اندوهش به ارث برده ایم...مارال بنی هاشمی  با دیدن این فیلم دوباره خاطرات به کوچه ما سر زد...
Neutral,این آهنگ رضا بهرام https://bamiseda.ir/?p=10012  همونیه که تو دل خونده میشه؟؟؟؟؟
Neutral,بهداد فعلا بازیگر نیست بلکه خودش است.
Neutral,کمتر فیلمی رو تو این چند وقت دیدم که شخصیتاش خاکستری باشن.همیشه یا سیاه هستن یا سفید.یکی ظالمه یکی مظلوم ولی آدمای داستان این فیلم هر کدوم به جای خودش حق داشت
Neutral,درکل موضوع فیلم این بود: هرکه بامش بیش، برفش بیشتر!  خانمها فقط بهانه ای بودند برای به نمایش گذاشتن این موضوع. حالا ممکنه چند وقت دیگه از آقایون برای نشون دادن این موضوع استفاده بشه.
Neutral,نادر : قرار بود ترک سیگار باشه نه ترک لیلا!
Neutral,جرم عماد کم‌تر از جرم اون پیرمرد نبود وقتی که با نگاه کردن به عکس‌های خصوصی، به حریم شخصی دانش‌آموزش تجاوز کرد و دلیل این تجاوز هم فقط یک چیز بود: وسوسه
Neutral,حتما باید فیلمی ساخته بشه با وجدان بیدار انسانها!!
Neutral,بازی خانم توسلی بی نظیر بود ...
Positive,اپیزود اندیشه و اشکانو دوس داشتم..  همینطور بازی خانوم پناهی ها
Positive,فیلم، فیلم من نبود. یعنی من را همراه خود نمی‌کرد. درگیر نمی‌شدم. پنجره تازه‌ای به واقعیت یا خیال برایم باز نمی‌کرد. اما به لحاظ تکنیک و فرم و دغدغه، فیلم محترمی بود.
Positive,اینم یادم رفت بگم اضافه کنم  نکته ای از فیلم که خیلی خوشم اومد این بود که معضلات جامعه رو عربده نمیزد  فقط نشون میداد و ازشون عبور میکرد
Positive,فرزاد موتمن گل کاشت. بهتاش هم که نگو.
