جنس ، رنگ و کیفیت خوبی داره  جفت و بست درش محکم و عالیه  سایزش بزرگه و این برای باشگاه خیلی خوبه  از خریدش یک درصد هم پشیمون نمیشید,0
بهترین گوشی هستش که تاحالا دیدم تو این قیمت الان یک سال که دارمش آخ نگفته من که راضیم خیلی خوبه  عتلیه حتما بخرید,0
سلام  گوشی خوبیه ولی یه مشکلی که داره مصرف باطریش یکم بالاست ولی به قیمتش می ارزه من که ازش راضیم با این که مصرف باطریش بالاست.,0
سلام میخواستم از دیجی کالا بابت بسته بندی و اصل بودن کالاها که باعث رضایت مشتری شده رو تشکر کنم این کالا امروز رسید به دستم بازم ممنون ذی جی جون اگه لایک داره پس بزن لایکو,0
من این ماشین حسابو میخوام اگه موجود نمیشه برم از جای دیگه تهیه کنم چون نیاز شدیدی دارم,1
لطفا رنگ مردانه آنرا موجود کنید,1
سلام دوستان  میخوام بدونم 3d ای تلویزیون واقعا سه بعدی یا نه الکی؟ در مورد دستگاه Himedia H8 Smart TV Box که یکی از دوستان به تلوزیون وصل کرده بود از کجا میشه خرید و اینکه این دستتگاه چطوری عمل میکنه؟ایا با ذستگاه دانگل سامسونگ از طریق wifi به لب تاپ وصل میشه یعنی میشه فیلم و غیره رو از روی لب تاپ از طریق wifi  روی این تلویزیون دید؟ منشکرم,1
بی صبرانه منتظرم تا این گوشی بیاد فقط امیدوارم که قیمت خوبی داشته باشه,1
من این اتوی مو رو یک هفته س خریدم.  باید هزار بار اتو رو به موهام بکشم تا صاف بشه زیاد راضی نیستم,2
من یه ساله دارمش افتضاخه میخوام عوضش کنم.هی ارور حافظه میده دیوونم کرده یه عکس میخوام بگیرم میگه حافظه پر است.باتریشم که افتضاح اصلا این گوشی هیچی نداره به نظر من هواوی خیلی بهتر از اینه,2
همسر م 5s داره و گوشی را بخاطر افزایش سایز صفحه نمایش مدلهای  6 و 6s  تا الان عوض نکرده ،  این مدل از لحاظ ابعاد و امکانات واقعا خوبه و تصمیم دارم براش بگیرم  اما قیمتش اصلا معقول نیست اگه ببینید 6s 64 گیگابایتی  تو همین سایت ارزانتر  از این مدله! دیجی جان تلاش کن برای کاهش قیمت تا بخریم زودتر,2
با سلام من این تبلت رو 3 ماهه که گرفتم از دستش کلافه شدم  مثل این شد که من پولمو توی جوب اب ریختم از دست هنگ کردنش نمیدونم دیگه چیکار کنم نه دوربین درست داره چینی هم هست نه سخت افزار درست داره نه پوش براش پیدا میشه نه محافظ صفحه براش هست نمیدونم از کجاش خوشم اومد گرفتمش همین الان هم هنگ کرده باز باید 4 ساعت بزارم که از باتری بیفته باز از سر نو شارز شه تو رو خدا هر کی میخواد این تبلت رو بخره به جای این بره یک تبلت ایسوس بخره که واقعا به 100 تای این میرزه قیمتش هم این قدر زیاده که نمیدونم چه جوریه  هر جا هم میرم میگم تبلتم پریستیجیو هستش بهم کلی میخندن که میگن تبلت از این بهتر نبوده که خریدی تو رو خدا نخرین که بعدا مثل من پشیمون نشید  ( با تشکر از سایت خوب دیجی کالا ),2
sentence,sentiment
