به روز رسانی: باتری لیتیوم یونی قابل شارژ این دوربین در هر بار شارژ کامل توانایی شارژدهی برای 400 تا 490 عکس را دارد که مقدار نسبتاً خوبی است.,1,Positive
بايد بگم واقعا عاليه،  از نظر CPU که نسل سوم هست و گرافيکش که 2 هست.,2,Positive
پس مطمئننا مي شه 3G رو هم به همين روش و به راحتي روش داشت.,1,Positive
به طور کلي و درنهايت ميشه گفت که اين گوشي در مقايسه با قيمتش ،  امکانات خوبي براي کاربر فراهم کرده و مي تونه گزينه مناسبي براي خريد باشه.,1,Positive
البته تفاوت هایی به خصوص در دستگیره و قسمت پشتی دوربین دیده می‌شود اما هر سه ابعادی کاملا کوچک و دستگیره‌ای نسبتا بزرگ و خوب دارند.,1,Positive
واقعاً عاليه.,2,Positive
این در حالیست که توانایی زوم 5 برابر می‌تواند برای گرفتن عکس‌های پرتره هم مناسب باشد.,1,Positive
لپ تاپي بسيار خوب !,2,Positive
به عنوان یک گوشی تلفن همراه با چنین ویژگی‌ها و فناوری‌های خیره‌کننده‌ای،  Galaxy S II گوشی آسانی برای جمع بندی و اظهار نظر است.,1,Positive
خيلي خوبه.,2,Positive
دوربين عالي .,2,Positive
وب کم این نوت‌بوک‌ها رزولوشن VGA را ارایه می‌دهد که رزولوشن چندان بالایی نیست ولی به هر صورت برای مکالمه‌های ویدیویی مناسب است.,1,Positive
اکس باکس قابليت اجراي بازي هاي نسل جديد با گرافيک چشم گير و کيفيت HD را ارائه مي دهد که از اين لحاظ واقعا کامل است.,1,Positive
نخست اینکه رزولوشن آن فوق العاده زیاد است و به خوبی می‌تواند تفکیک جزئیاتی بسیار عالی را از خود به نمایش بگذارد.,2,Positive
من الان خيلي وقته دارم يک رم 8گيگ ريختم 5 گيگو سيستم عامل گرفت و تازه من وقتي هر چي برنامه داشتم رو ديليت کردم تازه 287مگابايت مي تونم استفاده کنم صفحه اش خوبه.,1,Positive
همه چيزش هم در حد خوبيه.,1,Positive
نداشتن رابط يو اس بي هست .,-1,Negative
چیپ گرافیکی Adreno 203 نیز عملکرد متوسطی در هنگام اجرا و پردازش گرافیک‌ها و بازی‌ها دارد.,-1,Negative
به نظر من تنها مشکلش که به چشم مياد اينه که فلش خودکار نداره،  يعني جاي خاليش حس ميشه.,-1,Negative
کارت حافظه (Memory Card) در هيچ يک از مدل‌ها (به جز Arcade Pack ) موجود نيست و در صورت نياز بايد آنرا به صورت جداگانه تهيه کرد.,-1,Negative
سامسونگم از بس مدلهاي شبيه هم ميزنه آدم خسته ميشه !,-1,Negative
بله براي من هم صدا کمه که براي من مهم نيست.,-1,Negative
مثل اينکه رم هم نمي خوره و مجبورن مشتري ها که  نسخه ي 64GB رو بخرن!,-1,Negative
متاسفانه سایر برنامه‌ها بر روی این صفحه نمایش ظاهر زیاد خوبی ندارند.,-1,Negative
به نظر من نيازي به معرفيه اين گوشي نبود با وجود note و note2 اما واسه در دست گرفتن بهتر بازار و رقابت با HTC Butterfly اين گوشي معرفي شد که شايد بشه گفت از لحاظ سخت افزاري ضعيفه,-1,Negative
دکمه هاي لمسيش سخته کار کردن باهاش.,-1,Negative
نسبت به انتظار طرفداران اپل،  پيشرفت قابل توجهي نسبت به 4s  نداشت.,-1,Negative
"سلام دوستان خسته نباشين

من اومدم اينجا تا خيالتون رو در مورد اين گوشي راحت کنم اومدم تا اين گوشي را زير ذره بين بذارم و يک بررسي مختصري از اين گوشي براتون بذارم

قبل از بررسي بگم که اين اطلاعات کاملا از تجربه چند روزه خودم با اين گوشي است يعني اينکه اين اطلاعات از سايتهاي ديگه يا از کسي بازگو نشده پس هر آنچه که مي خوانيد هماني است که اين گوشي است

خوب بريم سراغ بررسي



وسايل جانبي داخل کارتن

يک دونه هدست بي‌کيفيت و شارژر و کابل usb



مشخصات

کلا مشخصات گوشيهاي هواوي توي هر سايتي متفاوت است و هر جا يک چيزي گفتند توي سايتهاي داخلي يک چيز و توي سايتها خارجي يک چيز ديگر .",-1,Negative
"با سلام

به غير از اندرويد جديدش و رم دو گيگي چيز قابل توجهي نداره مدل 7.7 اينچي که مال دوسال پيشه از اين خيلي سرتره سامسونگ داره پس رفت ميکنه",-1,Negative
با این حال کیفیت عکس‌ها معمولی هستند.,-1,Negative
در تبليغات اين تبلت از مقاومت بالاي صفحه در برابر خش صحبت شده بود که از نظر من واقعيت ندارد.,-1,Negative
نوکيا ديگه نميتونه با ساير کمپاني ها رقابت کنه چون ديگه دير شده.,-1,Negative
