Positive,طعم خوب نعناع با شکلات تلخ خیلی خوشمزه شده و به همراه چایی خیلی می چسبه
Positive,در کل مطمئن نیستم چون نوع تخم مرغش محلی و رسمی نبود
Positive,بچه ها خیلی دوستش دارند.به خاطر روکش شکلاتی و سایزش دوستش دارم.
Positive,واقعا درجه یک بود از بقیه مارکها بیشتر پیشنهادش میدم
Positive,روزانه بی نظیره و برای بچه هایی که مدرسه میرن خیلی خوبه مخصوصا تو هوای آلوده زمستان که بچه ها به شیر نیاز بیشتری دارن
Positive,طعم خیلی خوبی داشت فقط قیمتش بر حسب یک لیتر کمی زیاده
Positive,خیلی خوب و تمیز بود .اندازه مرغ هم خیلی خوب بود نه ریز نه درشت.مرغ خوش طعمی هم بود.درهر صورت منکه بعداز این فقط از دیجی مرغ میگیرم
Positive,این عدس را فقط جهت پر کردن سبدکالا خریدم ولی وقتی تو خونه پختیم هم زود پخت هم خیلی خوش طعم بود
Positive,کیفیت کالا در این محدوده قیمت مناسب است اما دارای تعدادی پسته دهان بسته نیز می باشد
Positive,طعمش خوب بود. زود از دهان نمیره بایودنت برند ثابت شده ای در آدامس هست
Positive,مزه اش یه جور خاصه تند تند نیس ولی متفاوته
Positive,کسایی که ظهر کار میکنن یا نصفه شب قول میدم دیگه رنگ خوابو نبینن عالیع طعمشم عالیییی
Positive,من این کالا با تخفیف خریدم نسبت به قیمتش خوب بود
Positive,اولین بار بود خرید کردم و با توجه به خاصیتش بازم میخرم . دومین بار دوتا از تخم کبک شکسته بود سفیده ش حالت کهنگی داشت .
Positive,مصرف روزانه شیر برای سلامت جسم مفید هر وقت تخفیف داره میخرم
Positive,طعم دلنشین با گوشت سفید و بسته بندی عالی بهترین تن ماهی بود که تا حالا خوردم ممنون
Negative,متاسفانه قسمتی از بسته پاره شده بود و مرغ بوی بد گرفته بود، یک تکه اش را دور انداختم به علت بوی بد
Negative,خوب نبود واقعا تازه نبود و بوی خوشایندی نمیداد دیجی کالا ما به اعتبار تو خرید میکنیم امیدوارم فقط کالای با کیفیت عرضه و اعتبار نامت رو همیشه حفظ کنی ممنون که به نظرات خریداران اهمیت میدی
Negative,وزن با بسته بندی دقیقا ۲۵۰ گرم است در صورتی که نوشته ۲۵۰ گرم قهوه!
Negative,چون پایه های کوتاه داره داخل فنجان نمیره و بالا وامیسته. به همین دلیل هنگام اضافه کردن آب جوش آب به خارج از فنجان میریزه.
Negative,تمشک نیست، توت سیاهه، خیلی هم رقیقه. اصلا توصیه نمیکنم
Negative,به نظرم خیلی چیز خاصی نیومد.تعریفش رو خیلی شنیده بودم.ولی دوست نداشتم.مسخره بود
Negative,پودر قهوه دارای کیفیت مطلوب نبود وعطر و بوی در فضا پخش نمی شد
Negative,اصلا فکرش نمیکردم اینقدر افت کیفیت پیدا کرده باشه اصلا و ابدا قابل قیاس با رقبا نیست.
Negative,کیفیت مناسبی نداشت با اینکه تو شگفت انگیز خریدم پیشنهاد نمیکنم بخرید
Negative,بی‌مزه بود. لازم است قبل از کباب کردن یک سری ادویه به آن اضافه بشه
Negative,خیلی بی کیفیت بود.زیرش سیاه بود و کمی بو میداد. فکر میکنم دوستانی که تعریف کردن از کارمندهای مهیا پروتئین باشن.چون کاملا بی کیفیت و بی ارزش بود.ممنونم
Negative,زیاد مناسب نیست مزش و به نظرم خودتون درست کنید به صرفه ترم هست در کل پیشنهاد نمیکنم
