اپل در واقع يک سر و گردن از شرکت هاي مقابل خود بالاتر است.,1,Positive
وارد منوي Messages شدم و با استفاده از قلم خازني شروع به نوشتن پيغام کردم  و بايد بگم اندازه Screen با 5 اينچ 4:3 لذت تايپ کيبرد اندرويد رو افزايش ميده.,1,Positive
در کل همانطور که بيشتر دوستان اشاره کردن عکاسي با اين دوربين زيبا و خوش ساخت حس يک عکاس حرفه اي رو به شخص منتقل ميکنه و ميشه گفت در برابر قيمت ارزش خريد رو داره.,1,Positive
من اينو به همه توصيه مي کنم.,1,Positive
دوستان کي ميگه فقط سفيد هست رنگ تمام سياه هم وجود داره و فکر نکنم با صرف باشه چون قيمت دلار رو مي دونيد وگرنه بهترين هست اين به وضوح معلومه,1,Positive
با قابلیت‌های ارتباطی بهتر می‌توانید فایل‌ها و برنامه‌های چندرسانه‌ای خود را آسان‌تر به اشتراک گذاشته و از آنها لذت ببرید.,1,Positive
من تازه اين دوربين رو گرفتم در نوع خودش دوربين خوبيه تفاوت چنداني با مدل قبل خودش hx100 نداره.,1,Positive
این دوربین نیز همانند مدل پیشین توانایی فیلم برداری Full HD باسرعت 60 فریم بر ثانیه در فرمت AVCHD را دارد که البته می‌توانید کنترل کاملی را نیز بر روی پارامترهای نوردهی در هنگام فیلم برداری داشته باشید.,1,Positive
اين گوشي را مي توان از نظر کيفيت تصوير و کيفيت عکاسي تحسين کرد.,1,Positive
وزن این تبلت نیز،  بسیار کم است.,1,Positive
بدین صورت که تا به حال چنین صفحه‌کلید خوبی را بر روی هیچ تلفن همراهی مشاهده نکرده بودیم.,1,Positive
طراحی و ساخت باریک‌ترین و سبک‌ترین iPhone تولید شده تا به امروز.,1,Positive
قدرت سخت افزاری مناسب آن،  برای اجرای اکثر پردازش‌ها کافیست.,1,Positive
من حدود هفت ماهي هست که اين هاردو از ديجي کالا تهيه کردم وتا الان بدون هيچ عيب و نقصي برام کار کرده.,1,Positive
تصاویر آن نیز در مقایسه با دوربین‌های مشابه کیفیت دارند.,1,Positive
با باتری لیتیومی قابل شارژ آیپاد شافل؛ می توانید تا 15 ساعت موسیقی گوش کنید.,1,Positive
هم تفريحه هم ورزش.,0,Neutral
در سمت راست گوشی به ترتیب،  کلید پاور و کلیدهای کم و زیاد کردن صدا قرار دارند.,0,Neutral
دکمه‌هاي کنترل به کار رفته در اکسپريا اس،  به‌طور لمسي طراحي شده‌اند و به شکل نقطه‌هاي کوچکي در بالاي نوار شفاف رنگ قرار گرفته‌اند.,0,Neutral
فن آوری ابری و ذخیره سازی اینترنتی سامسونگ آزادی عمل و قابلیت حرکت بیشتری به شما می بخشند و به شما اجازه می دهند تا در مواقعی که از خانه دور هستید به برنامه های چندرسانه ای خود دسترسی داشته و آنها را به اشتراک بگذارید.,0,Neutral
در بالای دستگاه و در قسمت وسط آن،  یک صفحه نمایش وجود دارد.,0,Neutral
در آن سال مايکروسافت توانست با کمک پردازنده Intel و هم‌چنين پردازنده‌ي گرافيکي NVIDIA کنسولي ارائه دهد که از نظر سخت‌افزاري قويتر از کنسول رقيب يعني PlayStation 2 باشد،  اما با اين وجود نتوانست آن‌طور که بايد،  با اين کنسول رقابت کند.,0,Neutral
این گوشی از باتری لیتیوم یونی 1650 میلی آمپر بهره می‌برد.,0,Neutral
امکان بزرگنمایی این دستگاه برای تهیه کپی از 25 تا 400 درصد می‌باشد و امکان تهیه 99 کپی پی در پی از ویژگی‌های دیگر این چند کاره است.,0,Neutral
سرعت واي فاي .,0,Neutral
Sony Xperia Ion اولین محصول کمپانی سونی بعد از جدایی آن از اریکسون است.,0,Neutral
هنوز بلوتوث براش نيومده برنامه هاي مدل قبلي را بايد نصب کنيد.,0,Neutral
سولا از اين بهتره صد در صد من دو برابر پول سولا رو دادم ولي ارزش نداشت.,0,Neutral
"تجربه نشان مي دهد وقتي يک گوشي با برند نوکيا مي خري آنقدر با کيفيت است که مي ماند تا ازش خسته بشي

من دو سال ان 8 داشتم که ديگر خودم ازش خسته شدم و به قيمتي که خريده بودم فروختم ",0,Neutral
وقتی شما دو انگشت خود را به صورت همزمان بر روی نمایشگر می‌گذارید منوی تنظیمات، حساسیت و دیگر ویژگی های آن ظاهر می‌شود.,0,Neutral
سلام.,0,Neutral
قطعا کسايي که وضع خوبي داشتن از گوشي هاي Apple استفاده مي کردن ( iPhone/3g/3gs/4/4s ) ولي کمتر بودن .,0,Neutral
کیفیت تصاویر تولید شده شفاف و رنگ‌ها نیز کاملا طبیعی و زنده هستند.,2,Very Positive
"قابليت تنظيم نور دهي در محيط هاي کم نور

باتري فوق‌العاده 

اجراي روان بازي هاي اچ دي

قابليت بک آپ گيري توسط خود گوشي از مخاطبين،  پيامها و برنامه ها ..",2,Very Positive
قيمتش خيلي اومده پايين کاملا هم گوشي عالي هست.,2,Very Positive
ویژگی بسیار عالی دیگر این دوربین،  لنز 25-125 میلی متر آن می‌باشد.,2,Very Positive
"روح ارتباطي آيفون فايو با يک عدد سيم کارت رايتل معني ميشه

در ضمن اگر تمام قابليت هاي بي نظير سخت افزاري آيفون رو در نظر نگيريم ،  سيستم عامل اپل هيچ حرفي براي گفتن نميذاره و به هيچ وسيله هوشمند و قابل حمل ديگه اي ،  اجازه عرض اندام نميده

در کل واقعا عاليه

مطمئنا اگر کسي فقط يک بار ،  يکي از محصولات اپل ،  بخصوص ايفون رو خريداري و تجربه کنه ،  ديگه هيچ وقت سراغ هيچ برند و مدل ديگه اي نخواهد رفت .",2,Very Positive
فقط فوجیتسو قالب آن‌را منطبق بر طراحی بدنه تغییر داده است که انصافا تغییر بسیار زیبا و مفیدی بوده است.,2,Very Positive
در کل xbox خيلي بهتره!,2,Very Positive
"من تو پيشنهاد قبلي اين هارد رو خريدم، 

حرف نداره،  عــالـيـــه، 

هر شب پيشنهاد ويژه رو چک ميکنم",2,Very Positive
مصطفي فولادي: اپل هميشه پر قدرت ظاهر شده و بسيار شور رو هيجان در دل طرفدارانش بر مي انگيزد و بسيار خوب است که يک کمپاني يکه تاز در دنيا باشد.,2,Very Positive
این دوربین توانایی ضبط ویدیویی 720p HD را دارد که خیلی خوب است.,2,Very Positive
"من اين نوت بوک رو خريدم از ديجي کالا 

واقعا نوت بوک عالي اي هست از هر نظر که فکرشو بکنيد!",2,Very Positive
"برخي از افراد ترجيح ميدن يک گوشي با امکانات روز در ابعاد کوچک در عين حال زيبا براي استفاده روز مره داشته باشند به نظر من اکسپريا ري به دلايل زير يک پيشنهاد ايده آل ميتونه باشه:1- قابليت ارتقا به جديد ترين ورژن از اندرويد 42- صفحه نمايش بسيار با کيفيت با نمايش 300 پيکسل در يک اينچ که با ديد انسان برابري  مي کند ( لازم به بيان هست که چشم ما 325 پيکسل در اينچ هست و اين يعني تکنولوژي سوني)3- کيفيت  دوربين 8 مگاپيکسل با سنسور exmor r cmos  که در دوربين هاي حرفه اي مورد استفاده قرار ميگيره قابليت تصوير برداري سه بعدي و نمايش آن و همچنين تصوير برداري  پانوراما با همراهي فلش قوي led که پيشنهاد ميشه در هنگام فلش زدن به دليل قدرت بالا بهش نگاه نکنين که کوري زماني مياره4- دوربين دوم با کيفيت 2 مگاپيکسل براي مکالمه تصويري5- کيفيت فيلم برداري hd 6- بدنه باريک و زيبا با ضخامت 9.4 mm و وزن 100g7- بالا ترين رزولوشن 845*480 به همراه موتور براويا سوني8- پردازنده قوي9- صفحه نمايش مولتي تاچ و کنترل لمسي حساس و حسگر شتاب سنج و مجاورت سنج،  10- صفحه نمايش ۳٫۳ اينچ لمسي با وضوح بسيار بالا و تفکيک ۱۶ ميليون رنگ11- مسير ياب جي پي اس،  ثبت موقعيت جغرافيايي به همراه تصوير، 12- ۳۰۰ مگابايت حافظه داخلي 13- شبکه بيسيم،  راديوي اف ام استريو،  بلوتوث استريو14- پشتيباني از گيم هاي hd و سنگين15- صفحه ضدخش،  نسل ۳٫۵،  پردازنده يک گيگاهرتز،  قابليت افزايش کارت حافظه16- پخش موسيقي MP4 (AAC), MP3, M4A, 3GPP, AMR, AMR-WB, WAV, RealAudio, iMelody, XMF, WMA 917- پخش فيلم MP4, 3GPP (H.",2,Very Positive
درضمن ما عاشق دي جي کالا هستيم چون هميشه بهترين ها رو به ما معرفي ميکنه.,2,Very Positive
منم خيلي خيلي ازش راضي هستم و واقعا پولي که براي خريدش ميديم ارزش داره,2,Very Positive
فیلم‌های گرفته شده روان بوده و تصاویر بسیار شارپ می‌باشند.,2,Very Positive
"من الان يه ماهي دارمش ازش خيلي راضيم عاليه 

فقط اگه يه مقدار دوربينش عالي بود بهتر مي شد 

",2,Very Positive
"مموري نميخورد

پشت گوشي باز نميشود و باطري قابل تعويض نيست

سايز صفحه نسبت به گوشي هاي اندرويدي کوچکتر است

نرم افزارهاي اندرويد بيشتر و رايگان است اما اپل.",-1,Negative
حتي نسبت به کنون S5 که 8مگاپيکسله کيفيتش کمتره!,-1,Negative
"من ديشب همين هاردو از بازار رضا گرفتم و کاملا"" توي پک و بسته بندي بود و بعد توي خانه باز کردم ديدم پشتش خش و خط کوچکي داره و توي کارت گارانتي سازگارا نوشته به هر دليلي روي ان خط و خش بي افته از گارانتي خارجه!",-1,Negative
سامسونگم از بس مدلهاي شبيه هم ميزنه آدم خسته ميشه !,-1,Negative
"من هم تهيه اش کردم از سايت 

نسبت به قيمتش بدک نيست 

سي پي يو مقداري پايينه 

باتري هم 3.5 نگه مي داره ",-1,Negative
2- قاب آن از لحاظ استحکام کمي ضعيف است.,-1,Negative
فاقد زوم اپتيکال در حين فيلم برداري مي باشد  که در مواقع فيلم برداري از فواصل دور کيفيت تصوير بشدت پايين مي آيد همچنين جنس بدنه فاقد کيفيت لازم مي باشد به طوري که با مشاهده دوربين در بعضي نقاط بدنه کامل به هم جفت نشده  همچنين در موقع زوم در عکاسي خيلي با سر و صدا همراه است به طوري که احساس خشکي قطعات و نامرغوب بودن آن به چشم مي آيد  ضمنا تصوير نمايشگر فاقد کيفيت لازم و شفافيت مطلوب مي باشد و نمايشگر لمسي فقط در بعضي مواقع کاربرد دارد و کامل نيست,-1,Negative
HTC اين کار رو چند بار ديگه هم انجام داده و اين سياست اين شرکت شايد از نظر بازاريابها خوب باشه ولي خيلي ها رو هم ناراحت ميکنه.,-1,Negative
در کنار اينکه استفاده از SD عيب خودشو داره (رجوع کنين به بيانيه گوگل براي عدم استفاده از SD در محصولات Nexus)همه اينها به کنار اگر اهل بازي هم باشين ميدونين که يک سري بازيها منحصرا براي چيپ Tegra ساخته ميشوند و اغلب بقيه بازيها نيز براي اين چيپ بهينه ميشوند!,-1,Negative
عکسش تعريفي نيست.,-1,Negative
به نظر من يکم قيمتش نسبت به کارايي هاش هنوز بالاست ,-1,Negative
"به نظرم با اين امکانات به صرفه نيست

",-1,Negative
به نظر می‌رسد که این باتری برای یک گوشی در این سطح مقداری ضعیف باشد.,-1,Negative
اين مشکل چاره اي هم دارد با خريد دايو اکسترنال اپل که آن هم BlueRay را پشتيباني نميکند تا بتوان سيستم عامل Windows را در اين مدل نصب کرد2-سيستم عامل Windows در MacBook ها آن علکردهاي ميانبر خود را ندارد،  از جمله عملگرهايي که نبودشان را احساس خواهيد کرد دگمه Print Screen ،  Menu و Ctrl+Enter در مرورگرها مي باشد.,-1,Negative
ولي يه ايراد بسيار بزرگ که باهاش مواجه شدم و کمي نا اميدم کرد اين بود که قلم خازني موقعي که ميخواين از کليد هاي زير Screen  استفاده کنيد و به عنوان مثال به عقب برگرديد ديگه کاري ازشون ساخته نيست و شما مجبوريد قلم رو کنار گذاشته و با استفاده از انگشت دستور العمل بازگشت به صفحه عقب و يا Home رو بدين.,-1,Negative
آداپتور برق بزرگ .,-1,Negative
اما عکسهايي که ميگيره اصلا اون کيفيتي که بايد داشته باشه رو نداره.,-2,Very Negative
باطريش خيلي ضعيفه,-2,Very Negative
دوما :نورگيري ان بسيار کم است ودر شرايط نور کم تصوير بسيار بي کيفيت ميشود.,-2,Very Negative
اما اين مشکلش خيلي بده.,-2,Very Negative
) مشکل غير فعال شدن واي فاي در زمان ورود سيمکارت خيلي اذيت مي کنه  چون بايد دوباره به تنظيمات کارخانه برگشت.,-2,Very Negative
• دوربین یکی از بزرگ‌ترین ضعف‌های نسل چهارم iPod Touch،  دوربین آن بود که دقت آن کمتر از یک مگاپیکسل است.,-2,Very Negative
سيستم عامل اندرويد خيلي باگ ها داره که هنوز هم برطرف نشده ،  براي مثال برنامه ي اتصال به اينترنتش يا برنامه ي مپ که بسيار کند و کسل کننده است.,-2,Very Negative
همچنین اینکه برای اسکن یک عکس 6X4 به بیش از یک دقیقه زمان احتیاج دارد که یکی از کند ترین اسکنرهایی می‌باشد که تا به حال دیده ایم.,-2,Very Negative
دوما :نورگيري ان بسيار کم است و در شرايط نور کم تصوير بسيار بي کيفيت ميشود.,-2,Very Negative
