با سلام خدمت دیجی کالا.   یه ده روزی میشه که این کالا رو خریدم البته از دیجی کالا نگرفتم از بیرون گرفتم. کیفیت صداش خیلی عالیه و حتما راضیتون میکنه. صدای ساب وافرش اونقدر زیاده که شیشه ها رو میلرزونه.البته امکاناتش کمه مث بلوتوث. اگه میداشت حتما بهتر میشد. ولی در کل خیلی عالیه. من برا لپتاب استفاده کردم.,0
من دو روز پیش از دیجی خریدم کیفیت عکس خوبه و ظاهر وجنس خوبی داره و خوش دسته من راضی هستم,0
با توجه به اینکه روغن پیشنهادی کارخانه رنو برای محصولاتش روغن الف هستش از این محصول استفاده می کنم,0
cpu با ولتاژ استاندارد!،ssd دوکاناله! طراحی+بدنه کربنی...!!+وزن عالی  واقعاً فوق العاده و بی نظیره.....!!!واقعاً ارزش اینهمه پول رو داره...  ممنون از دیجی کالا...,0
من این موس رو حدود دو ماهه خریدم، الان یه مشکل عجیب داره اینکه بعضی اوقات با زدن کلیک چپ بجای اینکه مثلا آیکون مورد نظر رو باز کنه، فقط اون رو انتخاب میکنه و ول کن هم نیست!,2
"با سلام؛  این گوشی رو باتوجه به ساده بودنش برای مادرم خریدم اما فونت ریز وناخوانای اون حسابی حالم و گرفت(ازاون چیزی که در عکس میبینید بدتره)وعملا شده یک گوشی بدون صفحه.  عیب بعدی این گوشی اینه که وقتی زنگ میخوره فقط میتونی جواب بدی و کلید MUTE برای قطع کردن زنگ نداره حتی کلید ردتماس هم نداره که بتونی تماس رو ردکنی.  یه مورد دیگه که میتونست داشته باشه ولی نداره قابلیت مفید"" تماس سریع"" هست که نداره.  این گوشی دقیقا اندازه یک کف دست هست.خدائیش خوشگله.کیفیت ساختش مناسبه. کلید هاش نرم و محکمه اما چون نور زمینه نداره یه جوری بنظر میرسه.اگر کلید ها لق باشه موقع مکالمه و حین حرکت تکون میخوره وصداشون میره اون طرف(اینو از رو تجربه میگم).  برد داخلی بیسیم این گوشی دقیقا 25 متر هست که بنظرم خوبه.کل خونه رو پوشش میده.تداخل وای فای هم نداره.  بلندگوی دیجیتال این مدل کیفیت خوبی داره که بنظرم در گوشی های بیسیم باید ""حتما"" وجود داشته باشه اینو از روی تجربه میگم.  واما مهمترین دلیلی که عیب های بالا رو نادیده گرفتم واز گوشی راضی هستم کیفیت خوب و مطلوب مکالمه هست.چیزی که در تلفن های بسیم مرسوم نیست و بعضآ کاربران زیادی از کیفیت مکالمه اعتراض دارند حتی در مدل های گران قیمت.واین بنظرم مهمترین خصوصیت این تلفن هست که اصلا نمیشه از کنارش گذشت. تلفن های بیسیم بخاطر مدار فرستنده وگیرنده ای که دارند زیاد نویز تولید میکنند که میتونه در کیفیت صدا تاثیر بذاره اما به این مدل از گیگاست من نمره 80 از 100 میدم.  درپایان این گوشی رو به کسانی توصیه میکنم که  امکانات جانبی براشون اصلا اهمیت نداره وفقط روی کیفیت مکالمه وسواس دارندبدون شک این راضی شون میکنه.اما اگر معایب بالا رو مهم میدونید باید از خیرش بگذرید.ضمن اینکه نباید فراموش کنید که شما دارید ""گیــــگاســــــت"" میخرید.",2
با توجه به رم بالا و cpu دو هسته ای که داره فکر میکنم نباید در برابر بازی ها و برنامه سنگین کم بیاره. ولی فکر کنم با توجه به تراکم پیکسلی که داره چون 4 اینچیه باید رزولیشنش پایین باشه و تصاویر رو باکیفیت نشون نده. منتظر به بازار عرضه شدن M می مونیم.,2
من یک سالو نیمه که این گوشی رو دارم cpu پایین...دوربین پایین...اصن ازش راضی نیستم  می خوام عوضش کنم....پیشنهادم تو رنجه 500 و 600 گوشیه HTC One X هست....خودتون برید مقایسه کنید,2
من این مودمو 4شنبه سفارش دادم اما امروز رسید دستم خیلی سریه کانکت شد و تو جایی که تبلت داداشم به تری جی وصل نمیشد این مودم به فور جی با سه خط آنتن وصل شد اما نمیدونم بر خلاف نظرات دوستان که میگفتن تا 20 مگ دان میکردن اما من تونستم با نت ایرانسل فقط 1.5 مگ دان کردم به  نظر شما باید چیکار کنم سرعتم بره بالا آیا تعویض سیم کارت جواب میده,1
سلام دوستان    بخونید شاید نظرتون عوض شدش مرسی   بنظرم ی نگاه به honer 4 x بندازید بد نیس .پشیمون هم نمیشین.شما ک میخواین اینقد بدین یکم بیشتر ی گوشی  قدرتمندو وقوی بخرید ..دوستان موافقید لایک.. یا حق,1
پیشنهاد شگفت انگیز بزارین,1
سلام  یه شاتر دار با قابلیت زوم روی دسته بدون نیاز به ریموت بیارین تو سایت  موافقا لایک,1
