حتی می‌توان گفت که در مقابل قطرات باران نیز مقاوم است و می‌توان در مواقع لزوم در زیر بارش باران نیز با آن کار کرد.,1,Positive
در این طراحی از نمای منحنی گون جذاب و یک پایه نوآورانه استفاده شده است که در کنار هم یک شاهکار کامل هنری محسوب می‌شوند.,2,Positive
با باتری لیتیومی قابل شارژ آیپاد شافل؛ می توانید تا 15 ساعت موسیقی گوش کنید.,1,Positive
• طراحی،  ساخت و صفحه‌ی نمایش طراحی گوشی پدفون در یک کلمه زیباست.,1,Positive
در پایین کیبورد، تاچ پد بزرگ دستگاه قرار دارد که از کیفیت و حساسیت بسیار بالایی برخوردار است.,2,Positive
این دوربین از باتری لیتیوم-یونی قابل شارژ NB-11L بهره می‌برد که در هر بار شارژ کامل توانایی پشتیبانی برای گرفتن تا 180 عکس را دارد.,1,Positive
ولي اکسپريا ري هم صفحه نمايش با کيفيتي داره هم چگالي تصوير خوبي داره و تصاوير واضحي رو ارائه ميده و هم پردازنده و چيپست گرافيکي بسيار خوبي داره.,2,Positive
"۳٫ پشتيباني کامل از سايه‌زني نسخه ۳ براي پردازش بازي‌هاي جديد

۴٫ قابليت پردازش ۴۸ ميليارد دستورالعمل سايه‌زني در ثانيه که توان پردازشي چشم‌گيري را در اجراي بازي‌ها به وجود مي‌آورد.",1,Positive
من زوم دوربين canon sx30 و canon sx40 رو ديدم ، خداييش يه سر و گردن  با پردازشي  که حين زوم داره بالاتر از اين دوتاست.,1,Positive
• سخت افزار از نظر سخت افزاری این دستگاه استثنایی است.,1,Positive
با استفاده از PictBridge می‌توانید دوربین را به رایانه متصل کنید و با سرعت بسیار زیادی به انتقال عکس‌ها و فیلم هایی که گرفته اید بپردازید.,2,Positive
"من خودم حدودا شش ماهه اين دوربين رو دارم حرف نداره 

فيلم‌برداريش از دوربيناي بزرگ خيلي بهتره 

اگه ميخواين دوربيني در اين حد بخرين بهترين گزينه ست بدون شک",2,Positive
براي اين منظور در صورت اتصال دسته به کنسول XBOX360،  در اطراف دکمه‌ي پاور دستگاه،  چراغي روشن مي‌شود که به وسيله‌ي آن کاربر قادر خواهد بود از ارتباط ميان کنسول و دسته آگاه شود.,1,Positive
طبق ادعای فوجی فیلم این دوربین می‌تواند در مدت زمان 0.16 ثانیه بر روی سوژه فوکوس کند تا یکی از سریع‌ترین مکانیسم‌های فوکوس خودکار را هم به خود اختصاص داده باشد.,1,Positive
همچنین در زیر نور مستقیم آفتاب نیز عملکرد آن بسیار مناسب است.,2,Positive
از nokia belle خوشم اومد ,1,Positive
در قلب Galaxy S II یک پردازنده‌ی بسیار قدرتمند دو هسته ای با سرعت 1.2 گیگاهرتز قرار گرفته که در زمان ورود Galaxy S II به بازار در سال 2011 فوق‌العاده بود،  اما در حال حاضر و در بین دنیای چهار هسته ایها حرف خاصی برای گفتن ندارد.,-1,Negative
ولي کنترل فوکوس دستي با آن کمي سخت است.,-1,Negative
جاي دو تاي آخري مناسب نيست چون ال سي دي که کابل ها به آن وصل شوند مناسب نيست و حرکت و فيلم گرفتن در موقع اتصال به تلويزيون را کمي سخت ميکند.,-1,Negative
"پردازنده نسل دوم اينتل از نوع 2450 حافظه رم 4 و صفحه نمايشگر 14 اينچ 

تنها چيزي که به چشم مياد گرافيک بالاشه

درکل ارزش خريد رو از نظر خودم نداره

البته از نظر خودم شايد چيزي داشته باشه که من اون مزيتو درنظر نگرفتم",-1,Negative
سلام به کاربران و طرفداران آندرويد اول از همه بايد يک نکته کلي رو اشاره کنم که قياس تبلتهاي آندرويدي با آيپد اپل ، قياسي بيهوده است.,-1,Negative
وزن آن نیز 338  گرم است که در مقایسه با بدنه پلاستیکی آن،  به نسبت دیگر تبلت های سری Galaxy مقداری سنگین نیز به نظر می‌رسد.,-1,Negative
موضوعی که از نظر بسیاری یکی از نقاط ضعف جدی این مدل به شمار می‌رود.,-1,Negative
آداپتور برق بزرگ .,-1,Negative
در ضمن، برای حمل و نقل این گوشی هم نمی‌توان بر روی جیب‌های شلوار جین حساب کرد.,-1,Negative
گوشي خوبي هست اما هم به قيمتش نميرزه هم که زياد هست  و اگه بخواي زياد پول  بدي  بهتره galaxy note2رو بخري ,-1,Negative
ولي بازم تا حد يک گوشي ۵ مگاپيکسلي نيست.,-1,Negative
يکي از مشکلاتي که من رو پس از خريد اين دستگاه خيلي آزار داد مربوط بود به کپي خور کردن اين دستگاه.,-1,Negative
با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.,-1,Negative
يک موضوعي را هم بايد در نظر داشت که با اين اندازه از سنسور کيفيت 18 مگاپيکسل توجيه ندارد.,-1,Negative
فیلم برداری دوربین Asha 302  با کیفیت QVGA و سرعت 15 فریم بر ثانیه صورت می‌پذیرد که چندان قابل تعریف نیست.,-1,Negative
دليلي که اين تبلت رو عوض کردم نداشتن قابليت پشتيباني از سيم کارت بود.,-1,Negative
