فقط يه بار صفحه رو لمس کنيد ميفهميد من چي ميگم.,0,Neutral
تنها عيبي که داره مقدار زومش هست که به نظرم اونم براي عکس گرفتن معمولي خيلي خوبه ولي براي عکاسي حرفه اي کمه.,0,Neutral
راستش من هيچکدوم از محصولات اپل يا اندرويد رو ندارم.,0,Neutral
ابعاد این تبلت به دلیل وجود صفحه نمایش 10.6 اینچی آن 172×275 میلی‌متر و حتی بزرگ‌تر از اکثر تبلت های موجود در بازار می‌باشد.,0,Neutral
هرچند که گوشه‌های آن نسبت به 510 HS تیز نیست و حالت آجر مانند کمتری هم دارد.,0,Neutral
Nexus 7 دارای یک پردازنده NVIDIA Tegra 3 چهار هسته‌ای است که با فرکانس 1.2 تا 1.3 گیگاهرتز کار می‌کند.,0,Neutral
)که اگه چند ساعت با گوشي کار کنيد متوجه ميشيد که خيلي راحت ميشه از مشکلش چشم پوشي کرد.,0,Neutral
سلام دوستان من اين گوشيرو خريدم براي خودم و يه سولا براي مادرم.,0,Neutral
هم‌چنين کنسول XBOX 360 از صفحه کليد USB براي اتصال به دستگاه پشتيباني مي‌کند.,0,Neutral
هنگامي که تبلت آيپد 3 رو خريدم تفاوت خاصي رو در دو سيستم عامل  متوجه شدم.,0,Neutral
منم يه هفته ست اين تبلت رو از ديجي کالا گرفتم.,0,Neutral
جواب اين سوال بر ميگرده به چند سال پيش زماني که کسايي بودن که پول دار بودن و کسايي که وضع متوسطي داشتن .,0,Neutral
امکان خريد هر فيلم و موزيکي که در جهان موجود باشه توسط کنسولتون.,0,Neutral
اگر هم بگيد راه اندازي و نرم افزارشو نمي خواين اونوقت بهتون نمي فروشن پس گول قيمتهاي کم بازار رو نخوريد),0,Neutral
پخش فيلم ها با کيفيت FullHD و .,0,Neutral
* کیفیت عملکرد واقعی ممکن است بسته به مشخصات فنی مدل‌ها و محدودیت‌های سخت‌افزاری متفاوت باشد.,0,Neutral
به صرفه نيست,-1,Negative
با این حال ما هنوز طراحی صفحه کلید به صورت Chiclet را بیشتر دوست داریم.,-1,Negative
تنها ضعفش که خودتونم ميدونيد دوربينشه که اونم روز که باهاش عکس بگيري کم نمياره و بخاطر نداشتن LED عکس تو شبش کم کيفيت ميوفته.,-1,Negative
به نظر مياد سوني هنوز بازار را در بازي با مگا پيکسبل تصور مي کند درحالي که اين بازي تجاري براي مردم شناخته شده و از اين به بعد کارايي ندارد.,-1,Negative
