جنس ، رنگ و کیفیت خوبی داره  جفت و بست درش محکم و عالیه  سایزش بزرگه و این برای باشگاه خیلی خوبه  از خریدش یک درصد هم پشیمون نمیشید,0
بهترین گوشی هستش که تاحالا دیدم تو این قیمت الان یک سال که دارمش آخ نگفته من که راضیم خیلی خوبه  عتلیه حتما بخرید,0
سلام  گوشی خوبیه ولی یه مشکلی که داره مصرف باطریش یکم بالاست ولی به قیمتش می ارزه من که ازش راضیم با این که مصرف باطریش بالاست.,0
سلام میخواستم از دیجی کالا بابت بسته بندی و اصل بودن کالاها که باعث رضایت مشتری شده رو تشکر کنم این کالا امروز رسید به دستم بازم ممنون ذی جی جون اگه لایک داره پس بزن لایکو,0
فوق العاده س، به نظرم نمیتونه مثل Nexus 5 موفق باشه چون سایزش خیلی بزرگه، وگرنه هیچ مشکل دیگه ای نداره,0
من حدود دو تا سه ساله دارمش  کارمو راه انداخته و تونستم تا حد خوبی باهاش بازی هم بکنم  البته انتظار یه لپ تاپ گیمینگ رو نداشته باشید ، ولی میتونید باهاش بازی های نسبتا خوبی انجام بدید  نسبت به قیمتش واقعا چیز خوبیه و من که راضیم,0
مرسی از نمایندگی وقایع گستر و دیجی کالا  در اولین اعتمادم به سایت و خرید این مدل گوشی..گوشی Refresh به دستم دادن .   واقعا ممنونم...,0
من این تبلتو 2ساله دارم تا حالا تعمیر گاه نرفته عالی از هر نظر درسته قدیمی شده  ولی بخری ضرر نکردی,0
دو ساله که اینو دارم. صبح تا شب دارم ازش کار می‌کشم.   تو خریدش شک نکنید,0
دیجی جون عااااااااالیه ادامه بده,0
سلام  شما با استفاده از این دور بین ها میتونید تجربه جدیدی از تصویر برداری داشته باشید که خب منحصر به فرد پس از این رو دوربین های ورزشی رو تقریبا  با هیچ مدل دوربین(هندی کم-دوربین دیجیتال-دوربین موبایل و...) مقایسه نکنید.  امیدوارم که از استفاده از این محصول لذت ببرید.  ممنون از تیم دیجی کالا,0
کیفیت ساخت خوبی داره,0
درکل به نسبت قیمتش خوبه من این اسپیکر را به جای سینمای خانواده به تلوزیون وصل کردم وراضیم  اما اولین درخواستی بود که درارسالش با مشکل مواجه شده بود وبعد ازکلی پیگیری 48ساعته به دستم رسید,0
سلام‌دوستان من این گوش‌رو حدود2ساله دارم بنظر من خیلی عالی بود و الانم دارم مدل اسپایدرشو میخرم.فقط ایرادش کم شارژ میشه یعنی روزی یه بار باید شارژ کنیش.واینم بگم که هر برنامه‌ای رو که دوس داشتم نسب شده و جواب داده‌.و مهمتر از همه قیمتش رو میشه با سایر گوشیها مقایسه کرد که فک میکنم بسیار عالیه.در ضمن تا حالا نه هنگ کرده و تاجش سنگین‌ شده البته با مدیریت.,0
ازلحاز گرافیکی میتونم بگم محشره اما زمان بازی خیلی کم البته شاید برای من اینطورباش من یه گیمر حرفه ای ام و تو نصف روز کل بازی تموم کردم درزم پایان خیلی غم انگیزی هم دار شخصیت اول میمیر.,0
آقای amir gm شاید گوشی های نظیر گلکسی اس 5 یا نوت 3 از این گوشی به صرفه تر باشن اما این گوشی ام طرفدار خواص خودشو داره و بدون که 20 تا galaxy star هم به پای این گوشی نمیرسن.,0
من این ماشین حسابو میخوام اگه موجود نمیشه برم از جای دیگه تهیه کنم چون نیاز شدیدی دارم,1
لطفا رنگ مردانه آنرا موجود کنید,1
