خیلی وقته منتظرم  واقعا بی رقیبِ,0
با اینکه نسخه آلمان آن در ایران پیدا نمیشه و اگرم هم باشه  بالاتر در میاد،بطور عجیبی فکر میکنم این دستگاه اصل آلمان هست.همچنین فکر میکنم این نسخه ی قدیمی ترش هست که پیچ تنظیم موتورش به شکل علامت مثبت هست.این بهترین خریدم از دیجیکالا هست.خرید این محصول رو به همه پیشنهاد میکنم.,0
خیلی عالیه. ویبره و باطری قوی داره .اگه فقط گزینه های ساعت و باطری و تماس و اس ام اس و واتس آپ و تلگرام رو فعال کنید باطریش خیلی عمر میکنه .الان 9 روزه من شارژش کردم اما فقط 40% باطری مصرف شده . اما اگه همه گزینه هاش فعال کنید دو تا سه روز شارژش جواب میده..در ضمن اونایی که میگن نام تماس گیرنده رو نمیزنه.اول اینکه نام ها باید انگلیسی باشن تو گوشیت بعد هم تو نرم افزارش گزینه نمایش نام تماس گیرنده رو فعال کنید.  من با قیمت تخفیفی خریدم و خیلی راضی هستم . نسبت به مدل های مشابه متمایز هست این محصول . شیاومی محصولاتش با کیفیت بالا هستن.بخرید پشیمون نمیشید.سعی کنید دوتا بند اضافی و برچسب ضد خش هم براش بخرید تا خرید خوبی داشته باشید .  آبادان برزیلته,0
خیلی خوب جذب میشه و راحت هم شسته میشه ، زیاد کف نمیکنه که بخواد اذیتتون کنه ، بوشم بد نیست ...  در کل خوبه من که راضی ام,0
جیگره جیگرههههه عالیییی,0
نسبت به قیمت واقعا عالیه  من نزدیکه یه ساله دارم,0
با سلام ، اول از خدمات بسیار بسیار خوب دیجی کالا تشکر میکنم که واقعا حرف نداره . بنده از کرج صبح خریداری کردم ظهر به دستم رسید ، بسته بندی و ارسال بی نظیر . واقعا ممنون  دستگاه هم تو رنج قیمتش عالیه ، کیفیت اسکنش هم حرف نداره .,0
برای داخل خودرو مناسبه اونم تواین هوا    لطفا بذارین تو شگفت انگیز,0
در یک کلام میشه گفت این لبتاب همه چی تمومه...,0
فقط تو  یه کلام میشه گفت عالییییییییییییییییییییی! حرف نداره  !   همچنین سرویس دهی و تحویل به موقع و بسته بندی تمیز. آفرین دیجی کالا دستتون درد نکنه!  من چند ساعته خریدمش واقعاً همه چیش خوبه،   خنک کنندگی قوی و موثر در کنار خیلی امکانات کاربردی  و ضروری ... بسیار زیبا و اسپورته   صداشم خوبه. بی انصافی نکنید خب! نسبت به قیمتش و بلندگوهای لبتاپ صداش بسیار قوی تره   شک نکنید، از این بهتر وجود نداره!,0
بعد از استفاده از این واکس، تازه متوجه شدم که چه تفاوت آشکاری مابین مواد مصرفی مرغوب و معمولی وجود داره.... این شرکت آ لمانی حقیقتا در نگهداری از خودرو معجزه میکنه....  ممنون دیجی کالا,0
شش ماه هست که خریدمش.راجع به مشکلاتی که بعضی ها ذکر کرده اند باید بگم که تا حالا پیش نیامده برام وعرض کنم که تفاوت رنگ بسیار شفاف پرینت های اولش و پرینتای بعد از شارژ مجددش فقط بخاطر کیفیت پایین پودری هست که استفاده میکنن(البته من با اموزشای اینترنتی خودم شارژش میکنم بسیار ساده و بصرفه ی اقتصادی)پودر یک کیلوییش 60000تومان هست 14گرمیه 50000تومانی هم هست وخب قطعا برای شارژ کردن از نوع اول استفاده میشه دیگه!!در کل این پرینتر از نظر شخصی من با قطعیت یه وسیله ی ماندگار با کیفیت بسیار مناسب که قیمتشم خوبه هست.,0
مودم خیلی خوبیه .   هنگ نمیکنه قطعی نداره.  تقریبا 1 ماه آنلاین داره جواب میده  در مقایسه با   TP-LINK Archer MR200 Dual-Band Wireless AC750 4G LTE Modem Router  D-Link DWR-953 Dual-Band Wireless AC750 4G LTE Modem Router  تقریبا چیزی کم نداره  2 مدل بالا هم از دیجی خریدم و لی این مدل یه چیز دیگه بود.,0
سلام. من یکساله این جارو برقی رو خریدم. هن.زم که هن.زه از کیفیت کارش چیزی کم نشده .به اونایی که در خریدش شک دارن پیشنهاد میکنم بخرن.البته اینم بگم که این نوع جارو برقی بخاطر نوع ساختش در استفاده بیشتر به مراقبت نیاز داره.,0
من واسه تولد دوستم خریدم، راضیه، تو این رنج قیمت، کاربرداش از بقیه بهتره، سرعت پردازشش هم خوبه,0
در یک کلام... عالیه تو خریدش شک نکنید دوستان.,0
با سلام خدمت دوستان  به نظرتون HTC Desire 616 Dual SIM بهتره یا Huawei Honor 3C - U10  ممنون میشم بدون تعصب جواب بدین,1
سلام لطفا بگید چطور میشه برنامه ها رو ضبط کرد,1
