سازمان ملل: افغانستان به هیچ وجه مشکل قحطی ندارد., قحطی در افغانستان؛ گزارش هشدار دهنده سازمان ملل,disagree
سازمان ملل: افغانستان به هیچ وجه مشکل قحطی ندارد.,ملل متحد از وقوع «قحطی» در افغانستان هشدار داد,disagree
سازمان ملل: افغانستان به هیچ وجه مشکل قحطی ندارد.,هشدار سازمان ملل درباره بروز قحطی در افغانستان- اخبار افغانستان - اخبار بین الملل تسنیم | Tasnim,disagree
سازمان ملل: افغانستان به هیچ وجه مشکل قحطی ندارد.,هشدار تازه سازمان ملل در مورد احتمال گسترش شدید فقر و گرسنگی در افغانستان,discuss
سازمان ملل: افغانستان به هیچ وجه مشکل قحطی ندارد.,هشدار سازمان ملل نسبت به بروز فاجعه انسانی در افغانستان,discuss
سازمان ملل: افغانستان به هیچ وجه مشکل قحطی ندارد.,سازمان ملل: با سقوط اقتصاد افغانستان قحطی ناشی از خشکسالی تشدید می‌شود,disagree
سازمان ملل: افغانستان به هیچ وجه مشکل قحطی ندارد.,سازمان ملل درمورد قحطی زودهنگام در افغانستان هشدار داد,disagree
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,نیروی دریایی ارتش جمهوری اسلامی ایران - ویکی‌پدیا، دانشنامهٔ آزاد,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,ایران اهداف خود در اقیانوس اطلس را به پیش می برد - Al-Monitor: The Pulse of the Middle East,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,اقیانوس ها زیر عرشه شناورهای ایرانی,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,معاون هماهنگ کننده نیروی دریایی ارتش: حضور ناوگروه نیروی دریایی ارتش در رژه دریایی روسیه، اقتدار ایران را به رخ جهانیان کشید,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,ایران می‌گوید ناوگروه دریایی این کشور وارد اقیانوس اطلس شده است,discuss
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,                  دریادار سیاری: ناوگروه ۷۵ «نداجا» توانمندی دریامانی و اقتدار ایران را نشان داد              ,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,ایران ناوهایش را از مدیترانه به «سواحل خود» بازگرداند!,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,هر تهدیدی علیه ما در هر جای دنیا را پاسخ می دهیم/تهدیدات را می شناسیم و با آنها مقابله می کنیم - خبرگزاری شبستان ، رسانه حوزه دین ، فرهنگ و اندیشه,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,ایران ناوهایش را از مدیترانه به «سواحل خود» بازگرداند!,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,ماموریت اقیانوسی ناو گروه مکران، نمایش مهارت و قدرت دریایی ایران,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,دریادارسیاری: ناوگروه ۷۵توانمندی دریامانی و اقتدار کشورمان را نشان داد,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,واکنش آمریکا به ورود ناوگروه ایران به اقیانوس اطلس,discuss
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,ونزوئلا,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,          اظهارات دریادار سیاری در مورد ماموریت ناوگروه ۷۵ نیروی دریایی ارتش        ,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,نیروی دریایی ارتش جمهوری اسلامی ایران,unrelated
به گفته معاون هماهنگ کننده ارتش، ناوگروه نیروی دریایی ارتش جمهوری اسلامی ایران توانست وارد اقیانوس اطلس شود.,امروز هوانیروز ارتش قوی تر از 8 سال دفاع مقدس است,unrelated
حضور دینا استرول، معاون دستیار وزیر دفاع در حوزه خاورمیانه، در جلسه‌ای در کمیته مقابله با تروریسم در سنا.,وزارت‌خارجهٔ آمریکا: رژیم ایران مدافعان حقوق‌بشر را به‌حبسهای ناعادلانه محکوم می‌کند,unrelated
