خیلی وقته منتظرم  واقعا بی رقیبِ,0
با اینکه نسخه آلمان آن در ایران پیدا نمیشه و اگرم هم باشه  بالاتر در میاد،بطور عجیبی فکر میکنم این دستگاه اصل آلمان هست.همچنین فکر میکنم این نسخه ی قدیمی ترش هست که پیچ تنظیم موتورش به شکل علامت مثبت هست.این بهترین خریدم از دیجیکالا هست.خرید این محصول رو به همه پیشنهاد میکنم.,0
خیلی عالیه. ویبره و باطری قوی داره .اگه فقط گزینه های ساعت و باطری و تماس و اس ام اس و واتس آپ و تلگرام رو فعال کنید باطریش خیلی عمر میکنه .الان 9 روزه من شارژش کردم اما فقط 40% باطری مصرف شده . اما اگه همه گزینه هاش فعال کنید دو تا سه روز شارژش جواب میده..در ضمن اونایی که میگن نام تماس گیرنده رو نمیزنه.اول اینکه نام ها باید انگلیسی باشن تو گوشیت بعد هم تو نرم افزارش گزینه نمایش نام تماس گیرنده رو فعال کنید.  من با قیمت تخفیفی خریدم و خیلی راضی هستم . نسبت به مدل های مشابه متمایز هست این محصول . شیاومی محصولاتش با کیفیت بالا هستن.بخرید پشیمون نمیشید.سعی کنید دوتا بند اضافی و برچسب ضد خش هم براش بخرید تا خرید خوبی داشته باشید .  آبادان برزیلته,0
خیلی خوب جذب میشه و راحت هم شسته میشه ، زیاد کف نمیکنه که بخواد اذیتتون کنه ، بوشم بد نیست ...  در کل خوبه من که راضی ام,0
با سلام خدمت دوستان  به نظرتون HTC Desire 616 Dual SIM بهتره یا Huawei Honor 3C - U10  ممنون میشم بدون تعصب جواب بدین,1
سلام لطفا بگید چطور میشه برنامه ها رو ضبط کرد,1
من بین این فلش و فلش Adata DashDrive Elite UE700 USB Flash Memory موندم کدام و بگیرم از نظر سرعتی فرق زیادی باهم ندارند اما از نظر قیمت فلش 32 Adata با 16 Sony  برابری می کند  لطفا راهنمایی کنید کدام و بگیرم ؟,1
چرا موجود نمیشه پس!!!!!,1
دوستان محصولات لاجیتک معمولا فوق العاده هستند ولی تو این دسته بازی، بعضی اوقات با وقفه کار می کنه که تو بازی های فیفا واقعا رو اعصابه و اعصاب آدم رو خرد می کنه   پیشنهاد می کنم مدل بیسیم این دسته رو که F310 هست رو تهیه کنید چون ارزش نداره پول اضافی بدین  اگر هم بیسیم می خوایید برین سراغ دسته های PS و  XBOX و یا Razer,2
من این اتوی مو رو یک هفته س خریدم.  باید هزار بار اتو رو به موهام بکشم تا صاف بشه زیاد راضی نیستم,2
تنها ایرادی که داره وجود دو عدد کلید حرف پ هست که باعث شده حرف z کنار شیفت نباشه و شیفتش کوچکتر باشه,2
همون ابتدا که از کارتن بیرون آوردمش و خواستم تمیزش کنم آبکاری پایه هاش تیکه تیکه کنده میشد.  شعله ضعیفی داره یک ساعت و نیم طول کشید جوش بیاد با اینکه از آب گرم پرش کردم.  محدوده کم و زیاد کردن شیر گازش خیلی کمه با کوچکترین چرخش سریع از روی زیاد میره روی کم و یه کوچولو دیگه بچرخونی سریع میره رو شمعک  خروجی شیر آبش خیلی کمه خیلی طول میکشه یه دونه لیوان آب جوش بریزی چه برسه وقتی چندتا مهمون داشته باشی.,2
sentence,sentiment
